agency_cd,site_no,date,discharge
USGS,5552500,10/24/2007,2180
USGS,5552500,10/25/2007,2160
USGS,5552500,10/26/2007,1790
USGS,5552500,10/27/2007,1690
USGS,5552500,10/28/2007,1470
USGS,5552500,10/29/2007,1360
USGS,5552500,10/30/2007,1290
USGS,5552500,10/31/2007,1230
USGS,5552500,11/1/2007,1180
USGS,5552500,11/2/2007,1280
USGS,5552500,11/3/2007,1330
USGS,5552500,11/4/2007,1320
USGS,5552500,11/5/2007,1330
USGS,5552500,11/6/2007,1280
USGS,5552500,11/7/2007,1240
USGS,5552500,11/8/2007,1230
USGS,5552500,11/9/2007,1160
USGS,5552500,11/10/2007,1140
USGS,5552500,11/11/2007,1110
USGS,5552500,11/12/2007,1100
USGS,5552500,11/13/2007,1080
USGS,5552500,11/14/2007,1070
USGS,5552500,11/15/2007,1080
USGS,5552500,11/16/2007,1190
USGS,5552500,11/17/2007,1170
USGS,5552500,11/18/2007,1100
USGS,5552500,11/19/2007,1040
USGS,5552500,11/20/2007,1030
USGS,5552500,11/21/2007,1480
USGS,5552500,11/22/2007,1990
USGS,5552500,11/23/2007,1960
USGS,5552500,11/24/2007,1750
USGS,5552500,11/25/2007,1660
USGS,5552500,11/26/2007,1590
USGS,5552500,11/27/2007,1560
USGS,5552500,11/28/2007,1430
USGS,5552500,11/29/2007,1400
USGS,5552500,11/30/2007,1380
USGS,5552500,12/1/2007,1380
USGS,5552500,12/2/2007,1480
USGS,5552500,12/3/2007,1780
USGS,5552500,12/4/2007,1750
USGS,5552500,12/5/2007,1680
USGS,5552500,12/6/2007,1310
USGS,5552500,12/7/2007,1600
USGS,5552500,12/8/2007,1440
USGS,5552500,12/9/2007,1530
USGS,5552500,12/10/2007,1540
USGS,5552500,12/11/2007,1560
USGS,5552500,12/12/2007,2280
USGS,5552500,12/13/2007,2540
USGS,5552500,12/14/2007,2360
USGS,5552500,12/15/2007,2170
USGS,5552500,12/16/2007,2160
USGS,5552500,12/17/2007,1900
USGS,5552500,12/18/2007,2040
USGS,5552500,12/19/2007,2200
USGS,5552500,12/20/2007,2060
USGS,5552500,12/21/2007,2130
USGS,5552500,12/22/2007,2210
USGS,5552500,12/23/2007,3540
USGS,5552500,12/24/2007,4290
USGS,5552500,12/25/2007,3610
USGS,5552500,12/26/2007,3590
USGS,5552500,12/27/2007,3350
USGS,5552500,12/28/2007,3270
USGS,5552500,12/29/2007,3170
USGS,5552500,12/30/2007,2980
USGS,5552500,12/31/2007,2910
USGS,5552500,1/1/2008,2900
USGS,5552500,1/2/2008,1860
USGS,5552500,1/3/2008,1590
USGS,5552500,1/4/2008,2000
USGS,5552500,1/5/2008,2260
USGS,5552500,1/6/2008,3250
USGS,5552500,1/7/2008,4180
USGS,5552500,1/8/2008,7060
USGS,5552500,1/9/2008,7500
USGS,5552500,1/10/2008,6570
USGS,5552500,1/11/2008,6310
USGS,5552500,1/12/2008,6020
USGS,5552500,1/13/2008,5610
USGS,5552500,1/14/2008,5290
USGS,5552500,1/15/2008,4970
USGS,5552500,1/16/2008,4680
USGS,5552500,1/17/2008,4550
USGS,5552500,1/18/2008,3330
USGS,5552500,1/19/2008,2700
USGS,5552500,1/20/2008,2320
USGS,5552500,1/21/2008,2130
USGS,5552500,1/22/2008,2050
USGS,5552500,1/23/2008,1990
USGS,5552500,1/24/2008,1950
USGS,5552500,1/25/2008,1910
USGS,5552500,1/26/2008,1900
USGS,5552500,1/27/2008,2000
USGS,5552500,1/28/2008,2150
USGS,5552500,1/29/2008,2550
USGS,5552500,1/30/2008,2200
USGS,5552500,1/31/2008,2300
USGS,5552500,2/1/2008,2400
USGS,5552500,2/2/2008,2500
USGS,5552500,2/3/2008,2550
USGS,5552500,2/4/2008,2630
USGS,5552500,2/5/2008,2950
USGS,5552500,2/6/2008,4410
USGS,5552500,2/7/2008,4640
USGS,5552500,2/8/2008,4180
USGS,5552500,2/9/2008,3990
USGS,5552500,2/10/2008,3300
USGS,5552500,2/11/2008,2800
USGS,5552500,2/12/2008,2500
USGS,5552500,2/13/2008,2300
USGS,5552500,2/14/2008,2350
USGS,5552500,2/15/2008,2450
USGS,5552500,2/16/2008,2670
USGS,5552500,2/17/2008,10000
USGS,5552500,2/18/2008,12600
USGS,5552500,2/19/2008,6950
USGS,5552500,2/20/2008,5320
USGS,5552500,2/21/2008,4070
USGS,5552500,2/22/2008,3100
USGS,5552500,2/23/2008,3150
USGS,5552500,2/24/2008,3300
USGS,5552500,2/25/2008,3350
USGS,5552500,2/26/2008,3400
USGS,5552500,2/27/2008,3300
USGS,5552500,2/28/2008,3250
USGS,5552500,2/29/2008,3200
USGS,5552500,3/1/2008,3210
USGS,5552500,3/2/2008,4700
USGS,5552500,3/3/2008,12900
USGS,5552500,3/4/2008,11800
USGS,5552500,3/5/2008,7870
USGS,5552500,3/6/2008,6450
USGS,5552500,3/7/2008,5860
USGS,5552500,3/8/2008,5350
USGS,5552500,3/9/2008,4910
USGS,5552500,3/10/2008,4750
USGS,5552500,3/11/2008,4540
USGS,5552500,3/12/2008,5010
USGS,5552500,3/13/2008,5910
USGS,5552500,3/14/2008,6240
USGS,5552500,3/15/2008,5950
USGS,5552500,3/16/2008,5480
USGS,5552500,3/17/2008,5240
USGS,5552500,3/18/2008,5360
USGS,5552500,3/19/2008,5530
USGS,5552500,3/20/2008,5490
USGS,5552500,3/21/2008,5400
USGS,5552500,3/22/2008,5480
USGS,5552500,3/23/2008,5450
USGS,5552500,3/24/2008,5380
USGS,5552500,3/25/2008,5230
USGS,5552500,3/26/2008,5050
USGS,5552500,3/27/2008,5120
USGS,5552500,3/28/2008,5290
USGS,5552500,3/29/2008,5250
USGS,5552500,3/30/2008,5220
USGS,5552500,3/31/2008,5350
USGS,5552500,4/1/2008,6940
USGS,5552500,4/2/2008,7170
USGS,5552500,4/3/2008,6810
USGS,5552500,4/4/2008,6650
USGS,5552500,4/5/2008,6590
USGS,5552500,4/6/2008,6360
USGS,5552500,4/7/2008,6180
USGS,5552500,4/8/2008,6050
USGS,5552500,4/9/2008,7070
USGS,5552500,4/10/2008,7640
USGS,5552500,4/11/2008,9430
USGS,5552500,4/12/2008,9430
USGS,5552500,4/13/2008,8620
USGS,5552500,4/14/2008,8240
USGS,5552500,4/15/2008,7910
USGS,5552500,4/16/2008,7490
USGS,5552500,4/17/2008,7180
USGS,5552500,4/18/2008,7030
USGS,5552500,4/19/2008,6970
USGS,5552500,4/20/2008,6760
USGS,5552500,4/21/2008,6430
USGS,5552500,4/22/2008,6110
USGS,5552500,4/23/2008,5800
USGS,5552500,4/24/2008,5490
USGS,5552500,4/25/2008,5340
USGS,5552500,4/26/2008,5160
USGS,5552500,4/27/2008,4660
USGS,5552500,4/28/2008,4510
USGS,5552500,4/29/2008,4470
USGS,5552500,4/30/2008,4330
USGS,5552500,5/1/2008,4340
USGS,5552500,5/2/2008,4450
USGS,5552500,5/3/2008,4280
USGS,5552500,5/4/2008,3860
USGS,5552500,5/5/2008,3840
USGS,5552500,5/6/2008,3780
USGS,5552500,5/7/2008,3780
USGS,5552500,5/8/2008,3700
USGS,5552500,5/9/2008,3450
USGS,5552500,5/10/2008,3260
USGS,5552500,5/11/2008,6250
USGS,5552500,5/12/2008,8490
USGS,5552500,5/13/2008,6480
USGS,5552500,5/14/2008,5220
USGS,5552500,5/15/2008,4430
USGS,5552500,5/16/2008,3930
USGS,5552500,5/17/2008,3540
USGS,5552500,5/18/2008,3260
USGS,5552500,5/19/2008,3070
USGS,5552500,5/20/2008,2910
USGS,5552500,5/21/2008,2680
USGS,5552500,5/22/2008,2460
USGS,5552500,5/23/2008,2230
USGS,5552500,5/24/2008,2180
USGS,5552500,5/25/2008,2110
USGS,5552500,5/26/2008,2820
USGS,5552500,5/27/2008,3900
USGS,5552500,5/28/2008,3380
USGS,5552500,5/29/2008,2890
USGS,5552500,5/30/2008,2630
USGS,5552500,5/31/2008,2690
USGS,5552500,6/1/2008,2680
USGS,5552500,6/2/2008,2620
USGS,5552500,6/3/2008,2770
USGS,5552500,6/4/2008,3780
USGS,5552500,6/5/2008,3700
USGS,5552500,6/6/2008,3310
USGS,5552500,6/7/2008,3170
USGS,5552500,6/8/2008,3310
USGS,5552500,6/9/2008,4750
USGS,5552500,6/10/2008,6750
USGS,5552500,6/11/2008,6550
USGS,5552500,6/12/2008,6310
USGS,5552500,6/13/2008,6620
USGS,5552500,6/14/2008,6830
USGS,5552500,6/15/2008,6850
USGS,5552500,6/16/2008,7050
USGS,5552500,6/17/2008,6930
USGS,5552500,6/18/2008,6870
USGS,5552500,6/19/2008,6870
USGS,5552500,6/20/2008,6830
USGS,5552500,6/21/2008,6960
USGS,5552500,6/22/2008,6780
USGS,5552500,6/23/2008,6600
USGS,5552500,6/24/2008,6400
USGS,5552500,6/25/2008,6250
USGS,5552500,6/26/2008,6070
USGS,5552500,6/27/2008,5750
USGS,5552500,6/28/2008,5430
USGS,5552500,6/29/2008,5120
USGS,5552500,6/30/2008,4940
USGS,5552500,7/1/2008,4400
USGS,5552500,7/2/2008,3840
USGS,5552500,7/3/2008,3360
USGS,5552500,7/4/2008,3120
USGS,5552500,7/5/2008,2890
USGS,5552500,7/6/2008,2810
USGS,5552500,7/7/2008,2630
USGS,5552500,7/8/2008,2460
USGS,5552500,7/9/2008,2230
USGS,5552500,7/10/2008,2430
USGS,5552500,7/11/2008,3210
USGS,5552500,7/12/2008,5190
USGS,5552500,7/13/2008,6570
USGS,5552500,7/14/2008,5700
USGS,5552500,7/15/2008,4950
USGS,5552500,7/16/2008,4560
USGS,5552500,7/17/2008,4320
USGS,5552500,7/18/2008,4130
USGS,5552500,7/19/2008,4180
USGS,5552500,7/20/2008,5230
USGS,5552500,7/21/2008,5060
USGS,5552500,7/22/2008,4360
USGS,5552500,7/23/2008,3790
USGS,5552500,7/24/2008,3160
USGS,5552500,7/25/2008,2690
USGS,5552500,7/26/2008,2640
USGS,5552500,7/27/2008,2390
USGS,5552500,7/28/2008,2200
USGS,5552500,7/29/2008,1820
USGS,5552500,7/30/2008,1510
USGS,5552500,7/31/2008,1340
USGS,5552500,8/1/2008,1360
USGS,5552500,8/2/2008,1670
USGS,5552500,8/3/2008,1500
USGS,5552500,8/4/2008,1300
USGS,5552500,8/5/2008,2000
USGS,5552500,8/6/2008,2380
USGS,5552500,8/7/2008,1940
USGS,5552500,8/8/2008,1650
USGS,5552500,8/9/2008,1500
USGS,5552500,8/10/2008,1480
USGS,5552500,8/11/2008,1410
USGS,5552500,8/12/2008,1350
USGS,5552500,8/13/2008,1270
USGS,5552500,8/14/2008,1210
USGS,5552500,8/15/2008,1160
USGS,5552500,8/16/2008,1100
USGS,5552500,8/17/2008,1070
USGS,5552500,8/18/2008,1010
USGS,5552500,8/19/2008,977
USGS,5552500,8/20/2008,970
USGS,5552500,8/21/2008,975
USGS,5552500,8/22/2008,983
USGS,5552500,8/23/2008,972
USGS,5552500,8/24/2008,915
USGS,5552500,8/25/2008,872
USGS,5552500,8/26/2008,870
USGS,5552500,8/27/2008,869
USGS,5552500,8/28/2008,873
USGS,5552500,8/29/2008,815
USGS,5552500,8/30/2008,753
USGS,5552500,8/31/2008,718
USGS,5552500,9/1/2008,685
USGS,5552500,9/2/2008,677
USGS,5552500,9/3/2008,788
USGS,5552500,9/4/2008,873
USGS,5552500,9/5/2008,2580
USGS,5552500,9/6/2008,3230
USGS,5552500,9/7/2008,2690
USGS,5552500,9/8/2008,2290
USGS,5552500,9/9/2008,2870
USGS,5552500,9/10/2008,2510
USGS,5552500,9/11/2008,1970
USGS,5552500,9/12/2008,1720
USGS,5552500,9/13/2008,7400
USGS,5552500,9/14/2008,34500
USGS,5552500,9/15/2008,37800
USGS,5552500,9/16/2008,24600
USGS,5552500,9/17/2008,14500
USGS,5552500,9/18/2008,9960
USGS,5552500,9/19/2008,7730
USGS,5552500,9/20/2008,6280
USGS,5552500,9/21/2008,5440
USGS,5552500,9/22/2008,4840
USGS,5552500,9/23/2008,4300
USGS,5552500,9/24/2008,3620
USGS,5552500,9/25/2008,3240
USGS,5552500,9/26/2008,2880
USGS,5552500,9/27/2008,2530
USGS,5552500,9/28/2008,2450
USGS,5552500,9/29/2008,2270
USGS,5552500,9/30/2008,2380
USGS,5552500,10/1/2008,2260
USGS,5552500,10/2/2008,2020
USGS,5552500,10/3/2008,1850
USGS,5552500,10/4/2008,1690
USGS,5552500,10/5/2008,1590
USGS,5552500,10/6/2008,1550
USGS,5552500,10/7/2008,1550
USGS,5552500,10/8/2008,1930
USGS,5552500,10/9/2008,2450
USGS,5552500,10/10/2008,2380
USGS,5552500,10/11/2008,2330
USGS,5552500,10/12/2008,2220
USGS,5552500,10/13/2008,2080
USGS,5552500,10/14/2008,2060
USGS,5552500,10/15/2008,1960
USGS,5552500,10/16/2008,1910
USGS,5552500,10/17/2008,1750
USGS,5552500,10/18/2008,1660
USGS,5552500,10/19/2008,1560
USGS,5552500,10/20/2008,1490
USGS,5552500,10/21/2008,1500
USGS,5552500,10/22/2008,1520
USGS,5552500,10/23/2008,1490
USGS,5552500,10/24/2008,1900
USGS,5552500,10/25/2008,2510
USGS,5552500,10/26/2008,2710
USGS,5552500,10/27/2008,2610
USGS,5552500,10/28/2008,2420
USGS,5552500,10/29/2008,2400
USGS,5552500,10/30/2008,2170
USGS,5552500,10/31/2008,2030
USGS,5552500,11/1/2008,1990
USGS,5552500,11/2/2008,1960
USGS,5552500,11/3/2008,1890
USGS,5552500,11/4/2008,1850
USGS,5552500,11/5/2008,1700
USGS,5552500,11/6/2008,1720
USGS,5552500,11/7/2008,1620
USGS,5552500,11/8/2008,1650
USGS,5552500,11/9/2008,1640
USGS,5552500,11/10/2008,1630
USGS,5552500,11/11/2008,1550
USGS,5552500,11/12/2008,2020
USGS,5552500,11/13/2008,2210
USGS,5552500,11/14/2008,2200
USGS,5552500,11/15/2008,2230
USGS,5552500,11/16/2008,2070
USGS,5552500,11/17/2008,1920
USGS,5552500,11/18/2008,1840
USGS,5552500,11/19/2008,1890
USGS,5552500,11/20/2008,1950
USGS,5552500,11/21/2008,1890
USGS,5552500,11/22/2008,1790
USGS,5552500,11/23/2008,1750
USGS,5552500,11/24/2008,1840
USGS,5552500,11/25/2008,1780
USGS,5552500,11/26/2008,1730
USGS,5552500,11/27/2008,1400
USGS,5552500,11/28/2008,1160
USGS,5552500,11/29/2008,1070
USGS,5552500,11/30/2008,1080
USGS,5552500,12/1/2008,1140
USGS,5552500,12/2/2008,1130
USGS,5552500,12/3/2008,1230
USGS,5552500,12/4/2008,1390
USGS,5552500,12/5/2008,1210
USGS,5552500,12/6/2008,1350
USGS,5552500,12/7/2008,1210
USGS,5552500,12/8/2008,1050
USGS,5552500,12/9/2008,1670
USGS,5552500,12/10/2008,2810
USGS,5552500,12/11/2008,3020
USGS,5552500,12/12/2008,2490
USGS,5552500,12/13/2008,2080
USGS,5552500,12/14/2008,2830
USGS,5552500,12/15/2008,3920
USGS,5552500,12/16/2008,3740
USGS,5552500,12/17/2008,3420
USGS,5552500,12/18/2008,3240
USGS,5552500,12/19/2008,2990
USGS,5552500,12/20/2008,2420
USGS,5552500,12/21/2008,1790
USGS,5552500,12/22/2008,1400
USGS,5552500,12/23/2008,1500
USGS,5552500,12/24/2008,1700
USGS,5552500,12/25/2008,1750
USGS,5552500,12/26/2008,1800
USGS,5552500,12/27/2008,9200
USGS,5552500,12/28/2008,20900
USGS,5552500,12/29/2008,15600
USGS,5552500,12/30/2008,11000
USGS,5552500,12/31/2008,9160
USGS,5552500,1/1/2009,7520
USGS,5552500,1/2/2009,6860
USGS,5552500,1/3/2009,6110
USGS,5552500,1/4/2009,5590
USGS,5552500,1/5/2009,4810
USGS,5552500,1/6/2009,4750
USGS,5552500,1/7/2009,4670
USGS,5552500,1/8/2009,3820
USGS,5552500,1/9/2009,3760
USGS,5552500,1/10/2009,3640
USGS,5552500,1/11/2009,2900
USGS,5552500,1/12/2009,2830
USGS,5552500,1/13/2009,2700
USGS,5552500,1/14/2009,2600
USGS,5552500,1/15/2009,2500
USGS,5552500,1/16/2009,2300
USGS,5552500,1/17/2009,2200
USGS,5552500,1/18/2009,2120
USGS,5552500,1/19/2009,2100
USGS,5552500,1/20/2009,2100
USGS,5552500,1/21/2009,2110
USGS,5552500,1/22/2009,2110
USGS,5552500,1/23/2009,2090
USGS,5552500,1/24/2009,2050
USGS,5552500,1/25/2009,2050
USGS,5552500,1/26/2009,2010
USGS,5552500,1/27/2009,2050
USGS,5552500,1/28/2009,2050
USGS,5552500,1/29/2009,2030
USGS,5552500,1/30/2009,2050
USGS,5552500,1/31/2009,2100
USGS,5552500,2/1/2009,2150
USGS,5552500,2/2/2009,2200
USGS,5552500,2/3/2009,2280
USGS,5552500,2/4/2009,2400
USGS,5552500,2/5/2009,2500
USGS,5552500,2/6/2009,2950
USGS,5552500,2/7/2009,4180
USGS,5552500,2/8/2009,8370
USGS,5552500,2/9/2009,10200
USGS,5552500,2/10/2009,7760
USGS,5552500,2/11/2009,7930
USGS,5552500,2/12/2009,8810
USGS,5552500,2/13/2009,7330
USGS,5552500,2/14/2009,6020
USGS,5552500,2/15/2009,5320
USGS,5552500,2/16/2009,4910
USGS,5552500,2/17/2009,4670
USGS,5552500,2/18/2009,4750
USGS,5552500,2/19/2009,4750
USGS,5552500,2/20/2009,4250
USGS,5552500,2/21/2009,4120
USGS,5552500,2/22/2009,3700
USGS,5552500,2/23/2009,3590
USGS,5552500,2/24/2009,3590
USGS,5552500,2/25/2009,3470
USGS,5552500,2/26/2009,3680
USGS,5552500,2/27/2009,13900
USGS,5552500,2/28/2009,11900
USGS,5552500,3/1/2009,7870
USGS,5552500,3/2/2009,6260
USGS,5552500,3/3/2009,5490
USGS,5552500,3/4/2009,5090
USGS,5552500,3/5/2009,4750
USGS,5552500,3/6/2009,4600
USGS,5552500,3/7/2009,5010
USGS,5552500,3/8/2009,15600
USGS,5552500,3/9/2009,20100
USGS,5552500,3/10/2009,17400
USGS,5552500,3/11/2009,14400
USGS,5552500,3/12/2009,10700
USGS,5552500,3/13/2009,8850
USGS,5552500,3/14/2009,8030
USGS,5552500,3/15/2009,7450
USGS,5552500,3/16/2009,7070
USGS,5552500,3/17/2009,6660
USGS,5552500,3/18/2009,6380
USGS,5552500,3/19/2009,6020
USGS,5552500,3/20/2009,5710
USGS,5552500,3/21/2009,5470
USGS,5552500,3/22/2009,5170
USGS,5552500,3/23/2009,4990
USGS,5552500,3/24/2009,4670
USGS,5552500,3/25/2009,5140
USGS,5552500,3/26/2009,5020
USGS,5552500,3/27/2009,4640
USGS,5552500,3/28/2009,4550
USGS,5552500,3/29/2009,7160
USGS,5552500,3/30/2009,8550
USGS,5552500,3/31/2009,8040
USGS,5552500,4/1/2009,8720
USGS,5552500,4/2/2009,7860
USGS,5552500,4/3/2009,7180
USGS,5552500,4/4/2009,6460
USGS,5552500,4/5/2009,6030
USGS,5552500,4/6/2009,6130
USGS,5552500,4/7/2009,6100
USGS,5552500,4/8/2009,5640
USGS,5552500,4/9/2009,5160
USGS,5552500,4/10/2009,4820
USGS,5552500,4/11/2009,4440
USGS,5552500,4/12/2009,4020
USGS,5552500,4/13/2009,4040
USGS,5552500,4/14/2009,4450
USGS,5552500,4/15/2009,3960
USGS,5552500,4/16/2009,3610
USGS,5552500,4/17/2009,3450
USGS,5552500,4/18/2009,3300
USGS,5552500,4/19/2009,3270
USGS,5552500,4/20/2009,4460
USGS,5552500,4/21/2009,5290
USGS,5552500,4/22/2009,4970
USGS,5552500,4/23/2009,4790
USGS,5552500,4/24/2009,4950
USGS,5552500,4/25/2009,5040
USGS,5552500,4/26/2009,5860
USGS,5552500,4/27/2009,7590
USGS,5552500,4/28/2009,8680
USGS,5552500,4/29/2009,8280
USGS,5552500,4/30/2009,9350
USGS,5552500,5/1/2009,11500
USGS,5552500,5/2/2009,9740
USGS,5552500,5/3/2009,8520
USGS,5552500,5/4/2009,7790
USGS,5552500,5/5/2009,7280
USGS,5552500,5/6/2009,6940
USGS,5552500,5/7/2009,7550
USGS,5552500,5/8/2009,7130
USGS,5552500,5/9/2009,6570
USGS,5552500,5/10/2009,6160
USGS,5552500,5/11/2009,5700
USGS,5552500,5/12/2009,5400
USGS,5552500,5/13/2009,6130
USGS,5552500,5/14/2009,7000
USGS,5552500,5/15/2009,8060
USGS,5552500,5/16/2009,9770
USGS,5552500,5/17/2009,7260
USGS,5552500,5/18/2009,6080
USGS,5552500,5/19/2009,5470
USGS,5552500,5/20/2009,4870
USGS,5552500,5/21/2009,4370
USGS,5552500,5/22/2009,3990
USGS,5552500,5/23/2009,3710
USGS,5552500,5/24/2009,3470
USGS,5552500,5/25/2009,3220
USGS,5552500,5/26/2009,3250
USGS,5552500,5/27/2009,4950
USGS,5552500,5/28/2009,4760
USGS,5552500,5/29/2009,3980
USGS,5552500,5/30/2009,3590
USGS,5552500,5/31/2009,3380
USGS,5552500,6/1/2009,3370
USGS,5552500,6/2/2009,3580
USGS,5552500,6/3/2009,3530
USGS,5552500,6/4/2009,3250
USGS,5552500,6/5/2009,2950
USGS,5552500,6/6/2009,2610
USGS,5552500,6/7/2009,2360
USGS,5552500,6/8/2009,2540
USGS,5552500,6/9/2009,3730
USGS,5552500,6/10/2009,3750
USGS,5552500,6/11/2009,4330
USGS,5552500,6/12/2009,3790
USGS,5552500,6/13/2009,3540
USGS,5552500,6/14/2009,4000
USGS,5552500,6/15/2009,3660
USGS,5552500,6/16/2009,3270
USGS,5552500,6/17/2009,3440
USGS,5552500,6/18/2009,3400
USGS,5552500,6/19/2009,3300
USGS,5552500,6/20/2009,5620
USGS,5552500,6/21/2009,6460
USGS,5552500,6/22/2009,7110
USGS,5552500,6/23/2009,6570
USGS,5552500,6/24/2009,6070
USGS,5552500,6/25/2009,5590
USGS,5552500,6/26/2009,5250
USGS,5552500,6/27/2009,4980
USGS,5552500,6/28/2009,4780
USGS,5552500,6/29/2009,4590
USGS,5552500,6/30/2009,4250
USGS,5552500,7/1/2009,3710
USGS,5552500,7/2/2009,3320
USGS,5552500,7/3/2009,2960
USGS,5552500,7/4/2009,2880
USGS,5552500,7/5/2009,2890
USGS,5552500,7/6/2009,2730
USGS,5552500,7/7/2009,2570
USGS,5552500,7/8/2009,2460
USGS,5552500,7/9/2009,2180
USGS,5552500,7/10/2009,2320
USGS,5552500,7/11/2009,2480
USGS,5552500,7/12/2009,2260
USGS,5552500,7/13/2009,1970
USGS,5552500,7/14/2009,1750
USGS,5552500,7/15/2009,1570
USGS,5552500,7/16/2009,1640
USGS,5552500,7/17/2009,1530
USGS,5552500,7/18/2009,1470
USGS,5552500,7/19/2009,1460
USGS,5552500,7/20/2009,1430
USGS,5552500,7/21/2009,1370
USGS,5552500,7/22/2009,1330
USGS,5552500,7/23/2009,1440
USGS,5552500,7/24/2009,1560
USGS,5552500,7/25/2009,2880
USGS,5552500,7/26/2009,1970
USGS,5552500,7/27/2009,1630
USGS,5552500,7/28/2009,1550
USGS,5552500,7/29/2009,1490
USGS,5552500,7/30/2009,1420
USGS,5552500,7/31/2009,1420
USGS,5552500,8/1/2009,1310
USGS,5552500,8/2/2009,1300
USGS,5552500,8/3/2009,1240
USGS,5552500,8/4/2009,1190
USGS,5552500,8/5/2009,1160
USGS,5552500,8/6/2009,1140
USGS,5552500,8/7/2009,1170
USGS,5552500,8/8/2009,1390
USGS,5552500,8/9/2009,1300
USGS,5552500,8/10/2009,1340
USGS,5552500,8/11/2009,1210
USGS,5552500,8/12/2009,1450
USGS,5552500,8/13/2009,1590
USGS,5552500,8/14/2009,1440
USGS,5552500,8/15/2009,1310
USGS,5552500,8/16/2009,1250
USGS,5552500,8/17/2009,2250
USGS,5552500,8/18/2009,2320
USGS,5552500,8/19/2009,1760
USGS,5552500,8/20/2009,1850
USGS,5552500,8/21/2009,1880
USGS,5552500,8/22/2009,1640
USGS,5552500,8/23/2009,1550
USGS,5552500,8/24/2009,1450
USGS,5552500,8/25/2009,1310
USGS,5552500,8/26/2009,1360
USGS,5552500,8/27/2009,3200
USGS,5552500,8/28/2009,7810
USGS,5552500,8/29/2009,6390
USGS,5552500,8/30/2009,4640
USGS,5552500,8/31/2009,3620
USGS,5552500,9/1/2009,3020
USGS,5552500,9/2/2009,2610
USGS,5552500,9/3/2009,2320
USGS,5552500,9/4/2009,2120
USGS,5552500,9/5/2009,1930
USGS,5552500,9/6/2009,1820
USGS,5552500,9/7/2009,1700
USGS,5552500,9/8/2009,1640
USGS,5552500,9/9/2009,1520
USGS,5552500,9/10/2009,1390
USGS,5552500,9/11/2009,1220
USGS,5552500,9/12/2009,1160
USGS,5552500,9/13/2009,1110
USGS,5552500,9/14/2009,1070
USGS,5552500,9/15/2009,1040
USGS,5552500,9/16/2009,1020
USGS,5552500,9/17/2009,988
USGS,5552500,9/18/2009,995
USGS,5552500,9/19/2009,952
USGS,5552500,9/20/2009,974
USGS,5552500,9/21/2009,1110
USGS,5552500,9/22/2009,1140
USGS,5552500,9/23/2009,1120
USGS,5552500,9/24/2009,1090
USGS,5552500,9/25/2009,1080
USGS,5552500,9/26/2009,1090
USGS,5552500,9/27/2009,1080
USGS,5552500,9/28/2009,1050
USGS,5552500,9/29/2009,1050
USGS,5552500,9/30/2009,1020
USGS,5552500,10/1/2009,1080
USGS,5552500,10/2/2009,1080
USGS,5552500,10/3/2009,1480
USGS,5552500,10/4/2009,1770
USGS,5552500,10/5/2009,1840
USGS,5552500,10/6/2009,1800
USGS,5552500,10/7/2009,1770
USGS,5552500,10/8/2009,1670
USGS,5552500,10/9/2009,1690
USGS,5552500,10/10/2009,1820
USGS,5552500,10/11/2009,1740
USGS,5552500,10/12/2009,1650
USGS,5552500,10/13/2009,1600
USGS,5552500,10/14/2009,1560
USGS,5552500,10/15/2009,1340
USGS,5552500,10/16/2009,1250
USGS,5552500,10/17/2009,1240
USGS,5552500,10/18/2009,1290
USGS,5552500,10/19/2009,1270
USGS,5552500,10/20/2009,1260
USGS,5552500,10/21/2009,1220
USGS,5552500,10/22/2009,1330
USGS,5552500,10/23/2009,4560
USGS,5552500,10/24/2009,6280
USGS,5552500,10/25/2009,5350
USGS,5552500,10/26/2009,5240
USGS,5552500,10/27/2009,5360
USGS,5552500,10/28/2009,4980
USGS,5552500,10/29/2009,4630
USGS,5552500,10/30/2009,8040
USGS,5552500,10/31/2009,10300
USGS,5552500,11/1/2009,8200
USGS,5552500,11/2/2009,6500
USGS,5552500,11/3/2009,5680
USGS,5552500,11/4/2009,5160
USGS,5552500,11/5/2009,4710
USGS,5552500,11/6/2009,4340
USGS,5552500,11/7/2009,4040
USGS,5552500,11/8/2009,3670
USGS,5552500,11/9/2009,3440
USGS,5552500,11/10/2009,3260
USGS,5552500,11/11/2009,3060
USGS,5552500,11/12/2009,2840
USGS,5552500,11/13/2009,2860
USGS,5552500,11/14/2009,2730
USGS,5552500,11/15/2009,2600
USGS,5552500,11/16/2009,2540
USGS,5552500,11/17/2009,2500
USGS,5552500,11/18/2009,2390
USGS,5552500,11/19/2009,2380
USGS,5552500,11/20/2009,2270
USGS,5552500,11/21/2009,2180
USGS,5552500,11/22/2009,2170
USGS,5552500,11/23/2009,2140
USGS,5552500,11/24/2009,2120
USGS,5552500,11/25/2009,2680
USGS,5552500,11/26/2009,3290
USGS,5552500,11/27/2009,3750
USGS,5552500,11/28/2009,3540
USGS,5552500,11/29/2009,3310
USGS,5552500,11/30/2009,3110
USGS,5552500,12/1/2009,3000
USGS,5552500,12/2/2009,3080
USGS,5552500,12/3/2009,3140
USGS,5552500,12/4/2009,3110
USGS,5552500,12/5/2009,2970
USGS,5552500,12/6/2009,2800
USGS,5552500,12/7/2009,2720
USGS,5552500,12/8/2009,2660
USGS,5552500,12/9/2009,2870
