agency_cd,site_no,date,discharge
USGS,5552500,11/5/1914,1000
USGS,5552500,11/6/1914,910
USGS,5552500,11/7/1914,865
USGS,5552500,11/8/1914,910
USGS,5552500,11/9/1914,778
USGS,5552500,11/10/1914,955
USGS,5552500,11/11/1914,820
USGS,5552500,11/12/1914,778
USGS,5552500,11/13/1914,694
USGS,5552500,11/14/1914,778
USGS,5552500,11/15/1914,616
USGS,5552500,11/16/1914,577
USGS,5552500,11/17/1914,694
USGS,5552500,11/18/1914,694
USGS,5552500,11/19/1914,650
USGS,5552500,11/20/1914,300
USGS,5552500,11/21/1914,550
USGS,5552500,11/22/1914,438
USGS,5552500,11/23/1914,505
USGS,5552500,11/24/1914,472
USGS,5552500,11/25/1914,654
USGS,5552500,11/26/1914,541
USGS,5552500,11/27/1914,406
USGS,5552500,11/28/1914,363
USGS,5552500,11/29/1914,541
USGS,5552500,11/30/1914,505
USGS,5552500,12/1/1914,577
USGS,5552500,12/2/1914,654
USGS,5552500,12/3/1914,616
USGS,5552500,12/4/1914,616
USGS,5552500,12/5/1914,438
USGS,5552500,12/6/1914,541
USGS,5552500,12/7/1914,541
USGS,5552500,12/8/1914,654
USGS,5552500,12/9/1914,654
USGS,5552500,12/10/1914,616
USGS,5552500,12/11/1914,577
USGS,5552500,12/12/1914,577
USGS,5552500,12/13/1914,400
USGS,5552500,12/14/1914,400
USGS,5552500,12/15/1914,400
USGS,5552500,12/16/1914,400
USGS,5552500,12/17/1914,400
USGS,5552500,12/18/1914,400
USGS,5552500,12/19/1914,400
USGS,5552500,12/20/1914,400
USGS,5552500,12/21/1914,400
USGS,5552500,12/22/1914,400
USGS,5552500,12/23/1914,400
USGS,5552500,12/24/1914,400
USGS,5552500,12/25/1914,400
USGS,5552500,12/26/1914,400
USGS,5552500,12/27/1914,400
USGS,5552500,12/28/1914,400
USGS,5552500,12/29/1914,400
USGS,5552500,12/30/1914,400
USGS,5552500,12/31/1914,400
USGS,5552500,1/1/1915,550
USGS,5552500,1/2/1915,550
USGS,5552500,1/3/1915,550
USGS,5552500,1/4/1915,550
USGS,5552500,1/5/1915,550
USGS,5552500,1/6/1915,550
USGS,5552500,1/7/1915,550
USGS,5552500,1/8/1915,550
USGS,5552500,1/9/1915,550
USGS,5552500,1/10/1915,654
USGS,5552500,1/11/1915,654
USGS,5552500,1/12/1915,694
USGS,5552500,1/13/1915,694
USGS,5552500,1/14/1915,694
USGS,5552500,1/15/1915,778
USGS,5552500,1/16/1915,865
USGS,5552500,1/17/1915,1140
USGS,5552500,1/18/1915,955
USGS,5552500,1/19/1915,694
USGS,5552500,1/20/1915,650
USGS,5552500,1/21/1915,650
USGS,5552500,1/22/1915,650
USGS,5552500,1/23/1915,650
USGS,5552500,1/24/1915,650
USGS,5552500,1/25/1915,650
USGS,5552500,1/26/1915,650
USGS,5552500,1/27/1915,650
USGS,5552500,1/28/1915,650
USGS,5552500,1/29/1915,650
USGS,5552500,1/30/1915,650
USGS,5552500,1/31/1915,650
USGS,5552500,2/1/1915,4190
USGS,5552500,2/2/1915,3380
USGS,5552500,2/3/1915,2570
USGS,5552500,2/4/1915,2570
USGS,5552500,2/5/1915,6450
USGS,5552500,2/6/1915,5120
USGS,5552500,2/7/1915,3380
USGS,5552500,2/8/1915,3030
USGS,5552500,2/9/1915,2870
USGS,5552500,2/10/1915,2430
USGS,5552500,2/11/1915,3380
USGS,5552500,2/12/1915,4410
USGS,5552500,2/13/1915,4880
USGS,5552500,2/14/1915,6170
USGS,5552500,2/15/1915,6170
USGS,5552500,2/16/1915,3380
USGS,5552500,2/17/1915,2870
USGS,5552500,2/18/1915,2720
USGS,5552500,2/19/1915,2570
USGS,5552500,2/20/1915,2570
USGS,5552500,2/21/1915,2430
USGS,5552500,2/22/1915,2570
USGS,5552500,2/23/1915,3980
USGS,5552500,2/24/1915,5120
USGS,5552500,2/25/1915,4640
USGS,5552500,2/26/1915,3980
USGS,5552500,2/27/1915,3770
USGS,5552500,2/28/1915,3770
USGS,5552500,3/1/1915,4190
USGS,5552500,3/2/1915,4190
USGS,5552500,3/3/1915,4190
USGS,5552500,3/4/1915,3980
USGS,5552500,3/5/1915,3770
USGS,5552500,3/6/1915,3380
USGS,5552500,3/7/1915,3380
USGS,5552500,3/8/1915,3200
USGS,5552500,3/9/1915,2870
USGS,5552500,3/10/1915,2870
USGS,5552500,3/11/1915,2720
USGS,5552500,3/12/1915,2720
USGS,5552500,3/13/1915,2570
USGS,5552500,3/14/1915,2570
USGS,5552500,3/15/1915,2430
USGS,5552500,3/16/1915,2430
USGS,5552500,3/17/1915,2430
USGS,5552500,3/18/1915,2430
USGS,5552500,3/19/1915,2300
USGS,5552500,3/20/1915,2300
USGS,5552500,3/21/1915,2170
USGS,5552500,3/22/1915,2050
USGS,5552500,3/23/1915,2170
USGS,5552500,3/24/1915,2050
USGS,5552500,3/25/1915,1930
USGS,5552500,3/26/1915,1930
USGS,5552500,3/27/1915,1810
USGS,5552500,3/28/1915,1810
USGS,5552500,3/29/1915,1640
USGS,5552500,3/30/1915,1640
USGS,5552500,3/31/1915,1540
USGS,5552500,4/1/1915,1490
USGS,5552500,4/2/1915,1390
USGS,5552500,4/3/1915,1390
USGS,5552500,4/4/1915,1390
USGS,5552500,4/5/1915,1090
USGS,5552500,4/6/1915,1240
USGS,5552500,4/7/1915,1140
USGS,5552500,4/8/1915,1140
USGS,5552500,4/9/1915,1090
USGS,5552500,4/10/1915,1090
USGS,5552500,4/11/1915,1140
USGS,5552500,4/12/1915,1040
USGS,5552500,4/13/1915,1190
USGS,5552500,4/14/1915,1140
USGS,5552500,4/15/1915,1040
USGS,5552500,4/16/1915,955
USGS,5552500,4/17/1915,910
USGS,5552500,4/18/1915,865
USGS,5552500,4/19/1915,865
USGS,5552500,4/20/1915,1090
USGS,5552500,4/21/1915,955
USGS,5552500,4/22/1915,1000
USGS,5552500,4/23/1915,910
USGS,5552500,4/24/1915,865
USGS,5552500,4/25/1915,735
USGS,5552500,4/26/1915,654
USGS,5552500,4/27/1915,694
USGS,5552500,4/28/1915,654
USGS,5552500,4/29/1915,616
USGS,5552500,4/30/1915,438
USGS,5552500,5/1/1915,577
USGS,5552500,5/2/1915,472
USGS,5552500,5/3/1915,577
USGS,5552500,5/4/1915,694
USGS,5552500,5/5/1915,778
USGS,5552500,5/6/1915,694
USGS,5552500,5/7/1915,654
USGS,5552500,5/8/1915,616
USGS,5552500,5/9/1915,472
USGS,5552500,5/10/1915,438
USGS,5552500,5/11/1915,472
USGS,5552500,5/12/1915,438
USGS,5552500,5/13/1915,505
USGS,5552500,5/14/1915,472
USGS,5552500,5/15/1915,505
USGS,5552500,5/16/1915,616
USGS,5552500,5/17/1915,865
USGS,5552500,5/18/1915,865
USGS,5552500,5/19/1915,735
USGS,5552500,5/20/1915,735
USGS,5552500,5/21/1915,1440
USGS,5552500,5/22/1915,1810
USGS,5552500,5/23/1915,1390
USGS,5552500,5/24/1915,1190
USGS,5552500,5/25/1915,1390
USGS,5552500,5/26/1915,1810
USGS,5552500,5/27/1915,1810
USGS,5552500,5/28/1915,1640
USGS,5552500,5/29/1915,2720
USGS,5552500,5/30/1915,4190
USGS,5552500,5/31/1915,3380
USGS,5552500,6/1/1915,2870
USGS,5552500,6/2/1915,2720
USGS,5552500,6/3/1915,2570
USGS,5552500,6/4/1915,2570
USGS,5552500,6/5/1915,2430
USGS,5552500,6/6/1915,2170
USGS,5552500,6/7/1915,2300
USGS,5552500,6/8/1915,2300
USGS,5552500,6/9/1915,2170
USGS,5552500,6/10/1915,2050
USGS,5552500,6/11/1915,2300
USGS,5552500,6/12/1915,3380
USGS,5552500,6/13/1915,6450
USGS,5552500,6/14/1915,5370
USGS,5552500,6/15/1915,4640
USGS,5552500,6/16/1915,3980
USGS,5552500,6/17/1915,3770
USGS,5552500,6/18/1915,3380
USGS,5552500,6/19/1915,3570
USGS,5552500,6/20/1915,3380
USGS,5552500,6/21/1915,3200
USGS,5552500,6/22/1915,2870
USGS,5552500,6/23/1915,2570
USGS,5552500,6/24/1915,2430
USGS,5552500,6/25/1915,2170
USGS,5552500,6/26/1915,2050
USGS,5552500,6/27/1915,1930
USGS,5552500,6/28/1915,1700
USGS,5552500,6/29/1915,1700
USGS,5552500,6/30/1915,1540
USGS,5552500,7/1/1915,1440
USGS,5552500,7/2/1915,1340
USGS,5552500,7/3/1915,1240
USGS,5552500,7/4/1915,1190
USGS,5552500,7/5/1915,1140
USGS,5552500,7/6/1915,1000
USGS,5552500,7/7/1915,1240
USGS,5552500,7/8/1915,1290
USGS,5552500,7/9/1915,1340
USGS,5552500,7/10/1915,1190
USGS,5552500,7/11/1915,2300
USGS,5552500,7/12/1915,3380
USGS,5552500,7/13/1915,2170
USGS,5552500,7/14/1915,1640
USGS,5552500,7/15/1915,1930
USGS,5552500,7/16/1915,1930
USGS,5552500,7/17/1915,1490
USGS,5552500,7/18/1915,1290
USGS,5552500,7/19/1915,1090
USGS,5552500,7/20/1915,1140
USGS,5552500,7/21/1915,1040
USGS,5552500,7/22/1915,955
USGS,5552500,7/23/1915,910
USGS,5552500,7/24/1915,865
USGS,5552500,7/25/1915,910
USGS,5552500,7/26/1915,1190
USGS,5552500,7/27/1915,1090
USGS,5552500,7/28/1915,1140
USGS,5552500,7/29/1915,2170
USGS,5552500,7/30/1915,5120
USGS,5552500,7/31/1915,3570
USGS,5552500,8/1/1915,3770
USGS,5552500,8/2/1915,2430
USGS,5552500,8/3/1915,5370
USGS,5552500,8/4/1915,5630
USGS,5552500,8/5/1915,4190
USGS,5552500,8/6/1915,3200
USGS,5552500,8/7/1915,2720
USGS,5552500,8/8/1915,2300
USGS,5552500,8/9/1915,1930
USGS,5552500,8/10/1915,1930
USGS,5552500,8/11/1915,1640
USGS,5552500,8/12/1915,1540
USGS,5552500,8/13/1915,1490
USGS,5552500,8/14/1915,1540
USGS,5552500,8/15/1915,1700
USGS,5552500,8/16/1915,1700
USGS,5552500,8/17/1915,2570
USGS,5552500,8/18/1915,2300
USGS,5552500,8/19/1915,1810
USGS,5552500,8/20/1915,1540
USGS,5552500,8/21/1915,1490
USGS,5552500,8/22/1915,1340
USGS,5552500,8/23/1915,1240
USGS,5552500,8/24/1915,1240
USGS,5552500,8/25/1915,1140
USGS,5552500,8/26/1915,1040
USGS,5552500,8/27/1915,1000
USGS,5552500,8/28/1915,955
USGS,5552500,8/29/1915,865
USGS,5552500,8/30/1915,820
USGS,5552500,8/31/1915,955
USGS,5552500,9/1/1915,820
USGS,5552500,9/2/1915,820
USGS,5552500,9/3/1915,820
USGS,5552500,9/4/1915,778
USGS,5552500,9/5/1915,735
USGS,5552500,9/6/1915,735
USGS,5552500,9/7/1915,820
USGS,5552500,9/8/1915,865
USGS,5552500,9/9/1915,1040
USGS,5552500,9/10/1915,1090
USGS,5552500,9/11/1915,1040
USGS,5552500,9/12/1915,1190
USGS,5552500,9/13/1915,955
USGS,5552500,9/14/1915,1040
USGS,5552500,9/15/1915,1240
USGS,5552500,9/16/1915,1240
USGS,5552500,9/17/1915,1390
USGS,5552500,9/18/1915,1590
USGS,5552500,9/19/1915,1810
USGS,5552500,9/20/1915,1930
USGS,5552500,9/21/1915,2050
USGS,5552500,9/22/1915,2050
USGS,5552500,9/23/1915,2170
USGS,5552500,9/24/1915,2170
USGS,5552500,9/25/1915,2300
USGS,5552500,9/26/1915,2430
USGS,5552500,9/27/1915,3570
USGS,5552500,9/28/1915,3570
USGS,5552500,9/29/1915,3380
USGS,5552500,9/30/1915,3380
USGS,5552500,10/1/1915,3200
USGS,5552500,10/2/1915,3200
USGS,5552500,10/3/1915,3030
USGS,5552500,10/4/1915,3030
USGS,5552500,10/5/1915,2870
USGS,5552500,10/6/1915,2870
USGS,5552500,10/7/1915,2720
USGS,5552500,10/8/1915,2570
USGS,5552500,10/9/1915,2430
USGS,5552500,10/10/1915,2300
USGS,5552500,10/11/1915,2170
USGS,5552500,10/12/1915,2170
USGS,5552500,10/13/1915,2050
USGS,5552500,10/14/1915,2050
USGS,5552500,10/15/1915,1930
USGS,5552500,10/16/1915,1810
USGS,5552500,10/17/1915,1810
USGS,5552500,10/18/1915,1930
USGS,5552500,10/19/1915,2300
USGS,5552500,10/20/1915,2050
USGS,5552500,10/21/1915,1930
USGS,5552500,10/22/1915,1810
USGS,5552500,10/23/1915,1810
USGS,5552500,10/24/1915,1590
USGS,5552500,10/25/1915,1590
USGS,5552500,10/26/1915,1640
USGS,5552500,10/27/1915,1490
USGS,5552500,10/28/1915,1390
USGS,5552500,10/29/1915,1340
USGS,5552500,10/30/1915,1340
USGS,5552500,10/31/1915,1240
USGS,5552500,11/1/1915,1140
USGS,5552500,11/2/1915,1190
USGS,5552500,11/3/1915,1000
USGS,5552500,11/4/1915,1090
USGS,5552500,11/5/1915,1040
USGS,5552500,11/6/1915,1000
USGS,5552500,11/7/1915,1000
USGS,5552500,11/8/1915,1040
USGS,5552500,11/9/1915,1000
USGS,5552500,11/10/1915,910
USGS,5552500,11/11/1915,910
USGS,5552500,11/12/1915,865
USGS,5552500,11/13/1915,820
USGS,5552500,11/14/1915,694
USGS,5552500,11/15/1915,616
USGS,5552500,11/16/1915,1000
USGS,5552500,11/17/1915,865
USGS,5552500,11/18/1915,865
USGS,5552500,11/19/1915,1000
USGS,5552500,11/20/1915,1190
USGS,5552500,11/21/1915,1090
USGS,5552500,11/22/1915,955
USGS,5552500,11/23/1915,1090
USGS,5552500,11/24/1915,955
USGS,5552500,11/25/1915,1000
USGS,5552500,11/26/1915,1000
USGS,5552500,11/27/1915,1440
USGS,5552500,11/28/1915,1490
USGS,5552500,11/29/1915,1490
USGS,5552500,11/30/1915,1700
USGS,5552500,12/1/1915,1810
USGS,5552500,12/2/1915,1700
USGS,5552500,12/3/1915,1700
USGS,5552500,12/4/1915,1490
USGS,5552500,12/5/1915,1700
USGS,5552500,12/6/1915,1640
USGS,5552500,12/7/1915,1700
USGS,5552500,12/8/1915,1540
USGS,5552500,12/9/1915,1540
USGS,5552500,12/10/1915,1490
USGS,5552500,12/11/1915,1390
USGS,5552500,12/12/1915,1340
USGS,5552500,12/13/1915,1240
USGS,5552500,12/14/1915,1240
USGS,5552500,12/15/1915,1140
USGS,5552500,12/16/1915,1090
USGS,5552500,12/17/1915,1190
USGS,5552500,12/18/1915,1040
USGS,5552500,12/19/1915,1000
USGS,5552500,12/20/1915,950
USGS,5552500,12/21/1915,950
USGS,5552500,12/22/1915,1950
USGS,5552500,12/23/1915,950
USGS,5552500,12/24/1915,950
USGS,5552500,12/25/1915,950
USGS,5552500,12/26/1915,950
USGS,5552500,12/27/1915,950
USGS,5552500,12/28/1915,950
USGS,5552500,12/29/1915,950
USGS,5552500,12/30/1915,950
USGS,5552500,12/31/1915,950
USGS,5552500,1/1/1916,1370
USGS,5552500,1/2/1916,1370
USGS,5552500,1/3/1916,1370
USGS,5552500,1/4/1916,1370
USGS,5552500,1/5/1916,1370
USGS,5552500,1/6/1916,1370
USGS,5552500,1/7/1916,1370
USGS,5552500,1/8/1916,1370
USGS,5552500,1/9/1916,1370
USGS,5552500,1/10/1916,1370
USGS,5552500,1/11/1916,1370
USGS,5552500,1/12/1916,1370
USGS,5552500,1/13/1916,1370
USGS,5552500,1/14/1916,1370
USGS,5552500,1/15/1916,1370
USGS,5552500,1/16/1916,1370
USGS,5552500,1/17/1916,1370
USGS,5552500,1/18/1916,1370
USGS,5552500,1/19/1916,1370
USGS,5552500,1/20/1916,1370
USGS,5552500,1/21/1916,7400
USGS,5552500,1/22/1916,7400
USGS,5552500,1/23/1916,7400
USGS,5552500,1/24/1916,7400
USGS,5552500,1/25/1916,7400
USGS,5552500,1/26/1916,7400
USGS,5552500,1/27/1916,7400
USGS,5552500,1/28/1916,7400
USGS,5552500,1/29/1916,7400
USGS,5552500,1/30/1916,7400
USGS,5552500,1/31/1916,7400
USGS,5552500,2/1/1916,2700
USGS,5552500,2/2/1916,2700
USGS,5552500,2/3/1916,2700
USGS,5552500,2/4/1916,2700
USGS,5552500,2/5/1916,2700
USGS,5552500,2/6/1916,2700
USGS,5552500,2/7/1916,2700
USGS,5552500,2/8/1916,2700
USGS,5552500,2/9/1916,2700
USGS,5552500,2/10/1916,2700
USGS,5552500,2/11/1916,2700
USGS,5552500,2/12/1916,2700
USGS,5552500,2/13/1916,2700
USGS,5552500,2/14/1916,2700
USGS,5552500,2/15/1916,2700
USGS,5552500,2/16/1916,2700
USGS,5552500,2/17/1916,2700
USGS,5552500,2/18/1916,2700
USGS,5552500,2/19/1916,2700
USGS,5552500,2/20/1916,2700
USGS,5552500,2/21/1916,2700
USGS,5552500,2/22/1916,2700
USGS,5552500,2/23/1916,2700
USGS,5552500,2/24/1916,2700
USGS,5552500,2/25/1916,2700
USGS,5552500,2/26/1916,2700
USGS,5552500,2/27/1916,2700
USGS,5552500,2/28/1916,2700
USGS,5552500,2/29/1916,2700
USGS,5552500,3/1/1916,1800
USGS,5552500,3/2/1916,1800
USGS,5552500,3/3/1916,1800
USGS,5552500,3/4/1916,1800
USGS,5552500,3/5/1916,1800
USGS,5552500,3/6/1916,1800
USGS,5552500,3/7/1916,1800
USGS,5552500,3/8/1916,1800
USGS,5552500,3/9/1916,1800
USGS,5552500,3/10/1916,1800
USGS,5552500,3/11/1916,1800
USGS,5552500,3/12/1916,1800
USGS,5552500,3/13/1916,1800
USGS,5552500,3/14/1916,1800
USGS,5552500,3/15/1916,1800
USGS,5552500,3/16/1916,1800
USGS,5552500,3/17/1916,1220
USGS,5552500,3/18/1916,1260
USGS,5552500,3/19/1916,1310
USGS,5552500,3/20/1916,1260
USGS,5552500,3/21/1916,1360
USGS,5552500,3/22/1916,2050
USGS,5552500,3/23/1916,1820
USGS,5552500,3/24/1916,2570
USGS,5552500,3/25/1916,5520
USGS,5552500,3/26/1916,5080
USGS,5552500,3/27/1916,14000
USGS,5552500,3/28/1916,15500
USGS,5552500,3/29/1916,9900
USGS,5552500,3/30/1916,8800
USGS,5552500,3/31/1916,8530
USGS,5552500,4/1/1916,9340
USGS,5552500,4/2/1916,9340
USGS,5552500,4/3/1916,8530
USGS,5552500,4/4/1916,8010
USGS,5552500,4/5/1916,7230
USGS,5552500,4/6/1916,6710
USGS,5552500,4/7/1916,5980
USGS,5552500,4/8/1916,5520
USGS,5552500,4/9/1916,5080
USGS,5552500,4/10/1916,4660
USGS,5552500,4/11/1916,4250
USGS,5552500,4/12/1916,3680
USGS,5552500,4/13/1916,3500
USGS,5552500,4/14/1916,3330
USGS,5552500,4/15/1916,3020
USGS,5552500,4/16/1916,2720
USGS,5552500,4/17/1916,2720
USGS,5552500,4/18/1916,2570
USGS,5552500,4/19/1916,2430
USGS,5552500,4/20/1916,2570
USGS,5552500,4/21/1916,2430
USGS,5552500,4/22/1916,2170
USGS,5552500,4/23/1916,2170
USGS,5552500,4/24/1916,2170
USGS,5552500,4/25/1916,2300
USGS,5552500,4/26/1916,2170
USGS,5552500,4/27/1916,2170
USGS,5552500,4/28/1916,2170
USGS,5552500,4/29/1916,2170
USGS,5552500,4/30/1916,2050
USGS,5552500,5/1/1916,2170
USGS,5552500,5/2/1916,2300
USGS,5552500,5/3/1916,2300
USGS,5552500,5/4/1916,2170
USGS,5552500,5/5/1916,2050
USGS,5552500,5/6/1916,1930
USGS,5552500,5/7/1916,1930
USGS,5552500,5/8/1916,1820
USGS,5552500,5/9/1916,1820
USGS,5552500,5/10/1916,1660
USGS,5552500,5/11/1916,1560
USGS,5552500,5/12/1916,1460
USGS,5552500,5/13/1916,1510
USGS,5552500,5/14/1916,2570
USGS,5552500,5/15/1916,1360
USGS,5552500,5/16/1916,2050
USGS,5552500,5/17/1916,1660
USGS,5552500,5/18/1916,1510
USGS,5552500,5/19/1916,1460
USGS,5552500,5/20/1916,1410
USGS,5552500,5/21/1916,1410
USGS,5552500,5/22/1916,1360
USGS,5552500,5/23/1916,1510
USGS,5552500,5/24/1916,1310
USGS,5552500,5/25/1916,1260
USGS,5552500,5/26/1916,1220
USGS,5552500,5/27/1916,1180
USGS,5552500,5/28/1916,1040
USGS,5552500,5/29/1916,954
USGS,5552500,5/30/1916,1310
USGS,5552500,5/31/1916,1310
USGS,5552500,6/1/1916,1360
USGS,5552500,6/2/1916,1930
USGS,5552500,6/3/1916,1460
USGS,5552500,6/4/1916,1260
USGS,5552500,6/5/1916,1080
USGS,5552500,6/6/1916,1260
USGS,5552500,6/7/1916,3020
USGS,5552500,6/8/1916,6220
USGS,5552500,6/9/1916,8270
USGS,5552500,6/10/1916,6460
USGS,5552500,6/11/1916,5520
USGS,5552500,6/12/1916,5080
USGS,5552500,6/13/1916,4450
USGS,5552500,6/14/1916,5300
USGS,5552500,6/15/1916,5980
USGS,5552500,6/16/1916,4660
USGS,5552500,6/17/1916,4450
USGS,5552500,6/18/1916,4050
USGS,5552500,6/19/1916,3680
USGS,5552500,6/20/1916,3500
USGS,5552500,6/21/1916,4450
USGS,5552500,6/22/1916,3860
USGS,5552500,6/23/1916,3680
USGS,5552500,6/24/1916,3170
USGS,5552500,6/25/1916,2720
USGS,5552500,6/26/1916,2430
USGS,5552500,6/27/1916,2570
USGS,5552500,6/28/1916,2300
USGS,5552500,6/29/1916,2050
USGS,5552500,6/30/1916,1930
USGS,5552500,7/1/1916,1040
USGS,5552500,7/2/1916,954
USGS,5552500,7/3/1916,997
USGS,5552500,7/4/1916,954
USGS,5552500,7/5/1916,871
USGS,5552500,7/6/1916,830
USGS,5552500,7/7/1916,790
USGS,5552500,7/8/1916,751
USGS,5552500,7/9/1916,712
USGS,5552500,7/10/1916,790
USGS,5552500,7/11/1916,712
USGS,5552500,7/12/1916,603
USGS,5552500,7/13/1916,568
USGS,5552500,7/14/1916,603
USGS,5552500,7/15/1916,603
USGS,5552500,7/16/1916,568
USGS,5552500,7/17/1916,535
USGS,5552500,7/18/1916,568
USGS,5552500,7/19/1916,568
USGS,5552500,7/20/1916,568
USGS,5552500,7/21/1916,603
USGS,5552500,7/22/1916,568
USGS,5552500,7/23/1916,535
USGS,5552500,7/24/1916,535
USGS,5552500,7/25/1916,471
USGS,5552500,7/26/1916,440
USGS,5552500,7/27/1916,471
USGS,5552500,7/28/1916,434
USGS,5552500,7/29/1916,428
USGS,5552500,7/30/1916,751
USGS,5552500,7/31/1916,344
USGS,5552500,8/1/1916,428
USGS,5552500,8/2/1916,502
USGS,5552500,8/3/1916,423
USGS,5552500,8/4/1916,405
USGS,5552500,8/5/1916,399
USGS,5552500,8/6/1916,394
USGS,5552500,8/7/1916,377
USGS,5552500,8/8/1916,394
USGS,5552500,8/9/1916,377
USGS,5552500,8/10/1916,399
USGS,5552500,8/11/1916,502
USGS,5552500,8/12/1916,502
USGS,5552500,8/13/1916,471
USGS,5552500,8/14/1916,423
USGS,5552500,8/15/1916,440
USGS,5552500,8/16/1916,502
USGS,5552500,8/17/1916,434
USGS,5552500,8/18/1916,423
USGS,5552500,8/19/1916,399
USGS,5552500,8/20/1916,399
USGS,5552500,8/21/1916,411
USGS,5552500,8/22/1916,502
USGS,5552500,8/23/1916,535
USGS,5552500,8/24/1916,411
USGS,5552500,8/25/1916,394
USGS,5552500,8/26/1916,399
USGS,5552500,8/27/1916,382
USGS,5552500,8/28/1916,382
USGS,5552500,8/29/1916,440
USGS,5552500,8/30/1916,440
USGS,5552500,8/31/1916,411
USGS,5552500,9/1/1916,417
USGS,5552500,9/2/1916,411
USGS,5552500,9/3/1916,428
USGS,5552500,9/4/1916,417
USGS,5552500,9/5/1916,360
USGS,5552500,9/6/1916,638
USGS,5552500,9/7/1916,603
USGS,5552500,9/8/1916,568
USGS,5552500,9/9/1916,568
USGS,5552500,9/10/1916,568
USGS,5552500,9/11/1916,411
USGS,5552500,9/12/1916,471
USGS,5552500,9/13/1916,638
USGS,5552500,9/14/1916,568
USGS,5552500,9/15/1916,535
USGS,5552500,9/16/1916,535
USGS,5552500,9/17/1916,568
USGS,5552500,9/18/1916,502
USGS,5552500,9/19/1916,603
USGS,5552500,9/20/1916,568
USGS,5552500,9/21/1916,568
USGS,5552500,9/22/1916,568
USGS,5552500,9/23/1916,568
USGS,5552500,9/24/1916,568
USGS,5552500,9/25/1916,502
USGS,5552500,9/26/1916,638
USGS,5552500,9/27/1916,638
USGS,5552500,9/28/1916,568
USGS,5552500,9/29/1916,568
USGS,5552500,9/30/1916,568
USGS,5552500,10/1/1916,751
USGS,5552500,10/2/1916,675
USGS,5552500,10/3/1916,997
USGS,5552500,10/4/1916,790
USGS,5552500,10/5/1916,790
USGS,5552500,10/6/1916,830
USGS,5552500,10/7/1916,790
USGS,5552500,10/8/1916,830
USGS,5552500,10/9/1916,751
USGS,5552500,10/10/1916,954
USGS,5552500,10/11/1916,830
USGS,5552500,10/12/1916,871
USGS,5552500,10/13/1916,954
USGS,5552500,10/14/1916,997
USGS,5552500,10/15/1916,871
USGS,5552500,10/16/1916,790
USGS,5552500,10/17/1916,830
USGS,5552500,10/18/1916,830
USGS,5552500,10/19/1916,638
USGS,5552500,10/20/1916,954
USGS,5552500,10/21/1916,1710
USGS,5552500,10/22/1916,1710
USGS,5552500,10/23/1916,1260
USGS,5552500,10/24/1916,1360
USGS,5552500,10/25/1916,1410
USGS,5552500,10/26/1916,1410
USGS,5552500,10/27/1916,1410
USGS,5552500,10/28/1916,1410
USGS,5552500,10/29/1916,1310
USGS,5552500,10/30/1916,1360
USGS,5552500,10/31/1916,1560
USGS,5552500,11/1/1916,1410
USGS,5552500,11/2/1916,1410
USGS,5552500,11/3/1916,1360
USGS,5552500,11/4/1916,1310
USGS,5552500,11/5/1916,1310
USGS,5552500,11/6/1916,1310
USGS,5552500,11/7/1916,1460
USGS,5552500,11/8/1916,1220
USGS,5552500,11/9/1916,1460
USGS,5552500,11/10/1916,1410
USGS,5552500,11/11/1916,1460
USGS,5552500,11/12/1916,1410
USGS,5552500,11/13/1916,1310
USGS,5552500,11/14/1916,1310
USGS,5552500,11/15/1916,1310
USGS,5552500,11/16/1916,1260
USGS,5552500,11/17/1916,1220
USGS,5552500,11/18/1916,1180
USGS,5552500,11/19/1916,1220
USGS,5552500,11/20/1916,1080
USGS,5552500,11/21/1916,1310
USGS,5552500,11/22/1916,1220
USGS,5552500,11/23/1916,1360
USGS,5552500,11/24/1916,1710
USGS,5552500,11/25/1916,1310
USGS,5552500,11/26/1916,1260
USGS,5552500,11/27/1916,1040
USGS,5552500,11/28/1916,1180
USGS,5552500,11/29/1916,1220
USGS,5552500,11/30/1916,1130
USGS,5552500,12/1/1916,1260
USGS,5552500,12/2/1916,1310
USGS,5552500,12/3/1916,1220
USGS,5552500,12/4/1916,1220
USGS,5552500,12/5/1916,1410
USGS,5552500,12/6/1916,1310
USGS,5552500,12/7/1916,1220
USGS,5552500,12/8/1916,1220
USGS,5552500,12/9/1916,1360
USGS,5552500,12/10/1916,1310
USGS,5552500,12/11/1916,1140
USGS,5552500,12/12/1916,1140
USGS,5552500,12/13/1916,1140
USGS,5552500,12/14/1916,1140
USGS,5552500,12/15/1916,1140
USGS,5552500,12/16/1916,1140
USGS,5552500,12/17/1916,1140
USGS,5552500,12/18/1916,1140
USGS,5552500,12/19/1916,1140
USGS,5552500,12/20/1916,1140
USGS,5552500,12/21/1916,915
USGS,5552500,12/22/1916,915
USGS,5552500,12/23/1916,915
USGS,5552500,12/24/1916,915
USGS,5552500,12/25/1916,915
USGS,5552500,12/26/1916,915
USGS,5552500,12/27/1916,915
USGS,5552500,12/28/1916,915
USGS,5552500,12/29/1916,915
USGS,5552500,12/30/1916,915
USGS,5552500,12/31/1916,915
USGS,5552500,1/1/1917,960
USGS,5552500,1/2/1917,960
USGS,5552500,1/3/1917,960
USGS,5552500,1/4/1917,960
